minute,player_id,player,receiver_id,receiver,x,y
67,318750.0,Stephy Mavididi,143990.0,Harry Winks,59.0,72.4
67,143990.0,Harry Winks,345664.0,Boubakary Soumaré,51.0,79.9
68,299693.0,Wout Faes,97710.0,Conor Coady,3.7,54.0
69,97710.0,Conor Coady,312670.0,Hamza Choudhury,9.1,34.4
69,312670.0,Hamza Choudhury,67491.0,Jordan Ayew,29.0,38.5
69,143990.0,Harry Winks,134332.0,Bobby De Cordova-Reid,64.8,18.6
71,299693.0,Wout Faes,312670.0,Hamza Choudhury,4.3,57.9
72,312670.0,Hamza Choudhury,299693.0,Wout Faes,37.3,39.2
72,299693.0,Wout Faes,416970.0,Victor Kristiansen,41.2,63.7
72,416970.0,Victor Kristiansen,299693.0,Wout Faes,56.1,86.8
72,299693.0,Wout Faes,416970.0,Victor Kristiansen,49.6,67.2
72,416970.0,Victor Kristiansen,318750.0,Stephy Mavididi,58.7,92.6
72,318750.0,Stephy Mavididi,416970.0,Victor Kristiansen,65.8,96.3
72,416970.0,Victor Kristiansen,97710.0,Conor Coady,51.0,86.2
72,97710.0,Conor Coady,299693.0,Wout Faes,54.2,43.1
73,312670.0,Hamza Choudhury,97710.0,Conor Coady,60.1,0.0
73,97710.0,Conor Coady,299693.0,Wout Faes,48.8,21.9
73,299693.0,Wout Faes,345664.0,Boubakary Soumaré,55.0,55.4
73,99165.0,Danny Ward,97710.0,Conor Coady,4.7,49.9
73,97710.0,Conor Coady,299693.0,Wout Faes,36.1,31.9
74,299693.0,Wout Faes,312670.0,Hamza Choudhury,37.8,52.4
74,312670.0,Hamza Choudhury,345664.0,Boubakary Soumaré,47.2,46.6
74,312670.0,Hamza Choudhury,67491.0,Jordan Ayew,55.2,44.5
74,67491.0,Jordan Ayew,312670.0,Hamza Choudhury,64.3,31.6
74,312670.0,Hamza Choudhury,134332.0,Bobby De Cordova-Reid,58.6,28.6
74,134332.0,Bobby De Cordova-Reid,97710.0,Conor Coady,64.0,9.4
74,97710.0,Conor Coady,416970.0,Victor Kristiansen,59.2,34.3
74,416970.0,Victor Kristiansen,318750.0,Stephy Mavididi,62.4,72.7
74,318750.0,Stephy Mavididi,416970.0,Victor Kristiansen,69.1,94.7
74,416970.0,Victor Kristiansen,299693.0,Wout Faes,61.7,83.2
74,299693.0,Wout Faes,97710.0,Conor Coady,57.4,46.6
74,97710.0,Conor Coady,312670.0,Hamza Choudhury,55.1,34.5
74,312670.0,Hamza Choudhury,134332.0,Bobby De Cordova-Reid,61.3,33.1
74,134332.0,Bobby De Cordova-Reid,67491.0,Jordan Ayew,70.1,13.5
74,67491.0,Jordan Ayew,312670.0,Hamza Choudhury,73.7,15.6
74,312670.0,Hamza Choudhury,143990.0,Harry Winks,66.1,18.8
74,134332.0,Bobby De Cordova-Reid,67491.0,Jordan Ayew,79.9,0.0
75,299693.0,Wout Faes,143990.0,Harry Winks,40.8,12.2
75,143990.0,Harry Winks,345664.0,Boubakary Soumaré,48.3,9.5
75,345664.0,Boubakary Soumaré,416970.0,Victor Kristiansen,54.3,42.5
75,416970.0,Victor Kristiansen,345664.0,Boubakary Soumaré,68.6,86.8
75,345664.0,Boubakary Soumaré,416970.0,Victor Kristiansen,62.2,74.1
75,416970.0,Victor Kristiansen,299693.0,Wout Faes,58.4,86.9
75,299693.0,Wout Faes,143990.0,Harry Winks,46.2,58.7
75,143990.0,Harry Winks,67491.0,Jordan Ayew,61.7,40.9
76,143990.0,Harry Winks,67491.0,Jordan Ayew,71.1,22.7
78,416970.0,Victor Kristiansen,318750.0,Stephy Mavididi,22.0,100.0
78,318750.0,Stephy Mavididi,416970.0,Victor Kristiansen,26.7,93.8
78,416970.0,Victor Kristiansen,67491.0,Jordan Ayew,20.0,97.1
78,67491.0,Jordan Ayew,143990.0,Harry Winks,32.0,96.8
78,143990.0,Harry Winks,345664.0,Boubakary Soumaré,32.4,73.5
78,345664.0,Boubakary Soumaré,134332.0,Bobby De Cordova-Reid,52.7,44.5
79,416970.0,Victor Kristiansen,345664.0,Boubakary Soumaré,59.3,96.0
79,345664.0,Boubakary Soumaré,134332.0,Bobby De Cordova-Reid,61.2,71.8
80,67491.0,Jordan Ayew,143990.0,Harry Winks,76.3,1.4
80,143990.0,Harry Winks,67491.0,Jordan Ayew,65.7,10.1
80,67491.0,Jordan Ayew,143990.0,Harry Winks,74.9,14.0
80,143990.0,Harry Winks,312670.0,Hamza Choudhury,64.1,16.2
80,312670.0,Hamza Choudhury,143990.0,Harry Winks,72.2,14.1
80,345664.0,Boubakary Soumaré,67491.0,Jordan Ayew,69.1,33.7
80,67491.0,Jordan Ayew,143990.0,Harry Winks,70.1,23.4
80,143990.0,Harry Winks,106981.0,Jamie Vardy,71.2,12.7
81,312670.0,Hamza Choudhury,99165.0,Danny Ward,27.9,13.2
81,99165.0,Danny Ward,299693.0,Wout Faes,9.7,43.3
81,299693.0,Wout Faes,345664.0,Boubakary Soumaré,19.0,53.9
81,345664.0,Boubakary Soumaré,299693.0,Wout Faes,27.4,52.4
81,299693.0,Wout Faes,143990.0,Harry Winks,29.4,46.4
81,143990.0,Harry Winks,97710.0,Conor Coady,40.2,33.6
81,97710.0,Conor Coady,299693.0,Wout Faes,30.8,31.5
81,299693.0,Wout Faes,312670.0,Hamza Choudhury,34.6,48.7
81,312670.0,Hamza Choudhury,299693.0,Wout Faes,46.4,38.3
81,299693.0,Wout Faes,416970.0,Victor Kristiansen,55.0,59.9
81,416970.0,Victor Kristiansen,345664.0,Boubakary Soumaré,68.4,93.0
81,345664.0,Boubakary Soumaré,143990.0,Harry Winks,71.9,79.3
83,99165.0,Danny Ward,299693.0,Wout Faes,5.0,50.3
83,299693.0,Wout Faes,416970.0,Victor Kristiansen,19.5,49.5
83,416970.0,Victor Kristiansen,143990.0,Harry Winks,38.2,70.7
83,143990.0,Harry Winks,97710.0,Conor Coady,41.6,56.6
83,97710.0,Conor Coady,299693.0,Wout Faes,37.7,33.1
83,299693.0,Wout Faes,345664.0,Boubakary Soumaré,41.3,55.1
83,345664.0,Boubakary Soumaré,416970.0,Victor Kristiansen,66.8,89.6
84,99165.0,Danny Ward,416970.0,Victor Kristiansen,7.4,53.0
84,416970.0,Victor Kristiansen,318750.0,Stephy Mavididi,43.6,72.7
86,416970.0,Victor Kristiansen,432384.0,Facundo Buonanotte,72.2,84.1
86,432384.0,Facundo Buonanotte,143990.0,Harry Winks,69.5,75.8
86,143990.0,Harry Winks,312670.0,Hamza Choudhury,64.7,61.4
87,312670.0,Hamza Choudhury,299693.0,Wout Faes,65.3,34.9
87,299693.0,Wout Faes,416970.0,Victor Kristiansen,62.4,63.7
87,416970.0,Victor Kristiansen,143990.0,Harry Winks,67.8,81.7
87,97710.0,Conor Coady,143990.0,Harry Winks,22.8,8.0
87,143990.0,Harry Winks,432384.0,Facundo Buonanotte,38.2,8.9
88,97710.0,Conor Coady,143990.0,Harry Winks,45.1,26.7
88,143990.0,Harry Winks,432384.0,Facundo Buonanotte,53.3,32.1
89,312670.0,Hamza Choudhury,106981.0,Jamie Vardy,75.0,14.1
90,143990.0,Harry Winks,97710.0,Conor Coady,30.2,100.0
90,97710.0,Conor Coady,143990.0,Harry Winks,23.0,88.6
90,143990.0,Harry Winks,299693.0,Wout Faes,36.1,72.6
90,299693.0,Wout Faes,416970.0,Victor Kristiansen,45.1,38.9
90,416970.0,Victor Kristiansen,97710.0,Conor Coady,46.8,74.2
90,97710.0,Conor Coady,134332.0,Bobby De Cordova-Reid,45.6,57.0
91,143990.0,Harry Winks,432384.0,Facundo Buonanotte,67.3,6.8
93,299693.0,Wout Faes,99165.0,Danny Ward,22.4,67.2
93,99165.0,Danny Ward,312670.0,Hamza Choudhury,18.1,46.4
93,312670.0,Hamza Choudhury,99165.0,Danny Ward,25.6,41.6
93,99165.0,Danny Ward,143990.0,Harry Winks,14.6,47.0
93,143990.0,Harry Winks,312670.0,Hamza Choudhury,25.5,51.2
93,312670.0,Hamza Choudhury,299693.0,Wout Faes,22.6,49.6
93,299693.0,Wout Faes,345664.0,Boubakary Soumaré,45.5,71.5
93,345664.0,Boubakary Soumaré,134332.0,Bobby De Cordova-Reid,64.0,46.4
93,134332.0,Bobby De Cordova-Reid,312670.0,Hamza Choudhury,73.2,30.7
93,312670.0,Hamza Choudhury,416970.0,Victor Kristiansen,63.0,29.2
93,416970.0,Victor Kristiansen,299693.0,Wout Faes,59.2,72.3
93,299693.0,Wout Faes,312670.0,Hamza Choudhury,55.2,55.5
93,312670.0,Hamza Choudhury,432384.0,Facundo Buonanotte,64.1,34.6
