minute,player_id,player,receiver_id,receiver,x,y
64,299693.0,Wout Faes,318750.0,Stephy Mavididi,68.4,62.1
65,143990.0,Harry Winks,134332.0,Bobby De Cordova-Reid,63.3,23.4
65,134332.0,Bobby De Cordova-Reid,67491.0,Jordan Ayew,62.8,8.8
66,312670.0,Hamza Choudhury,67491.0,Jordan Ayew,56.1,1.3
66,67491.0,Jordan Ayew,143990.0,Harry Winks,63.6,3.7
66,143990.0,Harry Winks,312670.0,Hamza Choudhury,59.5,11.1
66,312670.0,Hamza Choudhury,299693.0,Wout Faes,53.5,5.9
66,299693.0,Wout Faes,143990.0,Harry Winks,44.7,36.4
66,143990.0,Harry Winks,312670.0,Hamza Choudhury,56.8,31.0
66,312670.0,Hamza Choudhury,134332.0,Bobby De Cordova-Reid,65.1,23.0
66,134332.0,Bobby De Cordova-Reid,312670.0,Hamza Choudhury,78.8,8.6
67,106981.0,Jamie Vardy,318750.0,Stephy Mavididi,55.7,86.2
